name,gpu_chip,released,bus,memory,gpu_clock,memory_clock,shaders/TMUs/ROPs,TDP
Core i7-4702HQ,Crystalwell,4  / 8,2.2 to 3.2 GHz,BGA 1364,22 nm,8MB,37 W,37
Core i7-4702MQ,Haswell,4  / 8,2.2 to 3.2 GHz,Socket G3,22 nm,8MB,37 W,37
Core i7-4712HQ,Crystalwell,4  / 8,2.3 to 3.3 GHz,BGA 1364,22 nm,8MB,37 W,37
Core i7-4712MQ,Haswell,4  / 8,2.3 to 3.3 GHz,Socket G3,22 nm,8MB,37 W,37
Pentium 3550M,Haswell,2,2.3 GHz,Socket G3,22 nm,2MB,37 W,37
Athlon 600,Thunderbird,1,600 MHz,Socket A,180 nm,N/A,38 W,38
Athlon 650,Thunderbird,1,650 MHz,Socket A,180 nm,N/A,38 W,38
Pentium III  800,Coppermine T,1,800 MHz,Socket 370,180 nm,N/A,38 W,38
Pentium III  866,Coppermine T,1,866 MHz,Socket 370,180 nm,N/A,38 W,38
Xeon L5508,Gainestown,2  / 4,2 to 2.4 GHz,Socket 1366,45 nm,8MB,38 W,38
Athlon 700,Thunderbird,1,700 MHz,Socket A,180 nm,N/A,40 W,40
Xeon 5148,Woodcrest,2,2.333 GHz,Socket 771,65 nm,N/A,40 W,40
Xeon E3-1125C,Gladden,4,2000 MHz,BGA 1283,32 nm,8MB,40 W,40
Xeon L5609,Westmere-EP,4,1866 MHz,Socket 1366,32 nm,12MB,40 W,40
Xeon L5618,Westmere-EP,4  / 8,1.866 to 2.266 GHz,Socket 1366,32 nm,12MB,40 W,40
Xeon L5630,Westmere-EP,4  / 8,2.133 to 2.4 GHz,Socket 1366,32 nm,12MB,40 W,40
Athlon 750,Thunderbird,1,750 MHz,Socket A,180 nm,N/A,43 W,43
Core 2 Extreme X7900,Merom XE,2,2.8 GHz,Socket P,65 nm,N/A,44 W,44
Core 2 Extreme X9100,Penryn XE,2,3.067 GHz,Socket P,45 nm,N/A,44 W,44
A10-6700T,Richland,4,2.5 to 3.5 GHz,Socket FM2,32 nm,N/A,45 W,45
A4-3330MX,Llano,2,2.2 to 2.6 GHz,Socket FS1,32 nm,N/A,45 W,45
A6-3410MX,Llano,4,1.6 to 2.3 GHz,Socket FS1,32 nm,N/A,45 W,45
A6-3430MX,Llano,4,1.7 to 2.4 GHz,Socket FS1,32 nm,N/A,45 W,45
A8-3510MX,Llano,4,1.8 to 2.5 GHz,Socket FS1,32 nm,N/A,45 W,45
A8-3530MX,Llano,4,1.9 to 2.6 GHz,Socket FS1,32 nm,N/A,45 W,45
A8-3550MX,Llano,4,2 to 2.7 GHz,Socket FS1,32 nm,N/A,45 W,45
A8-7680,Godaveri,4,3.5 to 3.8 GHz,Socket FM2+,28 nm,N/A,45 W,45
Athlon 64 LE-1640,Orleans,1,2.6 GHz,Socket AM2,90 nm,N/A,45 W,45
Athlon 64 LE-1640,Lima,1,2.7 GHz,Socket AM2,65 nm,N/A,45 W,45
Athlon 64 LE-1640B,Lima,1,2.7 GHz,Socket AM2,65 nm,N/A,45 W,45
Athlon 64 LE-1660,Lima,1,2.8 GHz,Socket AM2,65 nm,N/A,45 W,45
Athlon II X2 210e,Regor,2,2.6 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X2 235e,Regor,2,2.7 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X2 240e,Regor,2,2.8 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X2 245e,Regor,2,2.9 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X2 250e,Regor,2,3 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X3 400e,Rana,3,2.2 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X3 405e,Rana,3,2.3 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X3 415e,Rana,3,2.5 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X3 420e,Rana,3,2.6 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X3 425e,Rana,3,2.7 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X4 600e,Propus,4,2.2 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X4 605e,Propus,4,2.3 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X4 610e,Propus,4,2.4 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X4 615e,Propus,4,2.5 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon II X4 620e,Propus,4,2.6 GHz,Socket AM3,45 nm,N/A,45 W,45
Athlon X2 4050e,Brisbane,2,2.1 GHz,Socket AM2,65 nm,N/A,45 W,45
Athlon X2 4450e,Brisbane,2,2.3 GHz,Socket AM2,65 nm,N/A,45 W,45
Athlon X2 4850e,Brisbane,2,2.5 GHz,Socket AM2,65 nm,N/A,45 W,45
Athlon X2 5050e,Brisbane,2,2.6 GHz,Socket AM2,65 nm,N/A,45 W,45
Opteron 3350 HE,Delhi,4,2.8 to 3.8 GHz,Socket AM3+,32 nm,8MB,45 W,45
Ryzen 9 5900HX,Cezanne,8  / 16,3.3 to 4.6 GHz,Socket FP6,7 nm,16MB,45 W,45
Ryzen Embedded V1756B,Zen,4  / 8,3.25 to 3.6 GHz,Socket FP5,14 nm,2MB,45 W,45
Ryzen Embedded V1807B,Zen,4  / 8,3.35 to 3.8 GHz,Socket FP5,14 nm,2MB,45 W,45
Sempron 130,Sargas,1,2.6 GHz,Socket AM3,45 nm,N/A,45 W,45
Sempron 140,Sargas,1,2.7 GHz,Socket AM3,45 nm,N/A,45 W,45
Sempron 145,Sargas,1,2.8 GHz,Socket AM3,45 nm,N/A,45 W,45
Sempron 150,Sargas,1,2.9 GHz,Socket AM3,45 nm,N/A,45 W,45
Sempron 180,Regor,2,2.4 GHz,Socket AM3,45 nm,N/A,45 W,45
Sempron LE-1250,Sparta,1,2.2 GHz,Socket AM2,65 nm,N/A,45 W,45
Core 2 Extreme QX9300,Penryn QC XE,4,2.534 GHz,Socket P,45 nm,N/A,45 W,45
Core 2 Quad Q9100,Penryn QC,4,2.267 GHz,Socket P,45 nm,N/A,45 W,45
Core i5-10200H,Comet Lake-H,4  / 8,2.4 to 4.1 GHz,BGA 1440,14 nm,6MB,45 W,45
Core i5-10300H,Comet Lake-H,4  / 8,2.5 to 4.5 GHz,BGA 1440,14 nm,6MB,45 W,45
Core i5-10400H,Comet Lake-H,4  / 8,2.6 to 4.6 GHz,BGA 1440,14 nm,6MB,45 W,45
Core i5-2500T,Sandy Bridge,4,2.3 to 3.3 GHz,Socket 1155,32 nm,6MB,45 W,45
Core i5-3570T,Ivy Bridge,4,2.3 to 3.3 GHz,Socket 1155,22 nm,6MB,45 W,45
Core i5-4670T,Haswell,4,2.3 to 3.3 GHz,Socket 1150,22 nm,6MB,45 W,45
Core i5-6350HQ,Skylake-H,4,2.3 to 3.2 GHz,BGA 1440,14 nm,6MB,45 W,45
Core i5-7300HQ,Kaby Lake-H,4,2.5 to 3.5 GHz,BGA 1440,14 nm,6MB,45 W,45
Core i5-8300H,Coffee Lake-H,4  / 8,2.3 to 3.9 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i5-8400H,Coffee Lake-H,4  / 8,2.5 to 4.1 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-10750H,Comet Lake-H,6  / 12,2.6 to 5 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-10850H,Comet Lake-H,6  / 12,2.7 to 5.1 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-10870H,Comet Lake-H,8  / 16,2.2 to 5 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-10875H,Comet Lake-H,8  / 16,2.1 to 5.1 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-10885H,Comet Lake-H,8  / 16,2.4 to 5.3 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-2630QM,Sandy Bridge,4  / 8,2 to 2.9 GHz,Socket G2 (988B),32 nm,6MB,45 W,45
Core i7-2635QM,Sandy Bridge,4  / 8,2 to 2.9 GHz,BGA 1224,32 nm,6MB,45 W,45
Core i7-2670QM,Sandy Bridge,4  / 8,2.2 to 3.1 GHz,Socket G2 (988B),32 nm,6MB,45 W,45
Core i7-2675QM,Sandy Bridge,4  / 8,2.2 to 3.1 GHz,BGA 1224,32 nm,6MB,45 W,45
Core i7-2710QE,Sandy Bridge,4  / 8,2.1 to 3 GHz,Socket G2 (988B),32 nm,6MB,45 W,45
Core i7-2715QE,Sandy Bridge,4  / 8,2.1 to 3 GHz,BGA 1023,32 nm,6MB,45 W,45
Core i7-2720QM,Sandy Bridge,4  / 8,2.2 to 3.3 GHz,Socket G2 (988B),32 nm,6MB,45 W,45
Core i7-2720QM,Sandy Bridge,4  / 8,2.2 to 3.3 GHz,BGA 1224,32 nm,6MB,45 W,45
Core i7-2760QM,Sandy Bridge,4  / 8,2.4 to 3.5 GHz,Socket G2 (988B),32 nm,6MB,45 W,45
Core i7-2760QM,Sandy Bridge,4  / 8,2.4 to 3.5 GHz,BGA 1224,32 nm,6MB,45 W,45
Core i7-2820QM,Sandy Bridge,4  / 8,2.3 to 3.4 GHz,BGA 1224,32 nm,8MB,45 W,45
Core i7-2820QM,Sandy Bridge,4  / 8,2.3 to 3.4 GHz,Socket G2 (988B),32 nm,8MB,45 W,45
Core i7-2860QM,Sandy Bridge,4  / 8,2.5 to 3.6 GHz,BGA 1224,32 nm,8MB,45 W,45
Core i7-2860QM,Sandy Bridge,4  / 8,2.5 to 3.6 GHz,Socket G2 (988B),32 nm,8MB,45 W,45
Core i7-3610QE,Ivy Bridge,4  / 8,2.3 to 3.3 GHz,Socket G2 (988B),22 nm,6MB,45 W,45
Core i7-3610QM,Ivy Bridge,4  / 8,2.3 to 3.3 GHz,Socket G2 (988B),22 nm,6MB,45 W,45
Core i7-3615QE,Ivy Bridge,4  / 8,2.3 to 3.3 GHz,BGA 1023,22 nm,6MB,45 W,45
Core i7-3615QM,Ivy Bridge,4  / 8,2.3 to 3.3 GHz,BGA 1224,22 nm,6MB,45 W,45
Core i7-3630QM,Ivy Bridge,4  / 8,2.4 to 3.4 GHz,Socket G2 (988B),22 nm,6MB,45 W,45
Core i7-3635QM,Ivy Bridge,4  / 8,2.4 to 3.4 GHz,BGA 1224,22 nm,6MB,45 W,45
Core i7-3720QM,Ivy Bridge,4  / 8,2.6 to 3.6 GHz,Socket G2 (988B),22 nm,6MB,45 W,45
Core i7-3720QM,Ivy Bridge,4  / 8,2.6 to 3.6 GHz,BGA 1224,22 nm,6MB,45 W,45
Core i7-3740QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,BGA 1224,22 nm,6MB,45 W,45
Core i7-3740QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,Socket G2 (988B),22 nm,6MB,45 W,45
Core i7-3770T,Ivy Bridge,4  / 8,2.5 to 3.7 GHz,Socket 1155,22 nm,8MB,45 W,45
Core i7-3820QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,Socket G2 (988B),22 nm,8MB,45 W,45
Core i7-3820QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,BGA 1224,22 nm,8MB,45 W,45
Core i7-3840QM,Ivy Bridge,4  / 8,2.8 to 3.8 GHz,BGA 1224,22 nm,8MB,45 W,45
Core i7-3840QM,Ivy Bridge,4  / 8,2.8 to 3.8 GHz,Socket G2 (988B),22 nm,8MB,45 W,45
Core i7-4770T,Haswell,4  / 8,2.5 to 3.7 GHz,Socket 1150,22 nm,8MB,45 W,45
Core i7-4770TE,Haswell,4  / 8,2.3 to 3.3 GHz,Socket 1150,22 nm,8MB,45 W,45
Core i7-8750H,Coffee Lake-H,6  / 12,2.2 to 4.1 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-8850H,Coffee Lake-H,6  / 12,2.7 to 4.3 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-9750H,Coffee Lake-HR,6  / 12,2.6 to 4.5 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-9750HF,Coffee Lake-HR,6  / 12,2.6 to 4.5 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-9850H,Coffee Lake-HR,6  / 12,2.6 to 4.6 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-9850HE,Coffee Lake-HR,6  / 12,2.7 to 4.4 GHz,BGA 1440,14 nm,9MB,45 W,45
Core i9-10980HK,Comet Lake-H,8  / 16,2.4 to 5.3 GHz,BGA 1440,14 nm,16MB,45 W,45
Core i9-9880H,Coffee Lake-HR,8  / 16,2.3 to 4.8 GHz,BGA 1440,14 nm,16MB,45 W,45
Core i9-9980HK,Coffee Lake-HR,8  / 16,2.4 to 5 GHz,BGA 1440,14 nm,16MB,45 W,45
Xeon E3-1260L,Sandy Bridge,4  / 8,2.4 to 3.3 GHz,Socket 1155,32 nm,8MB,45 W,45
Xeon E3-1265L v2,Ivy Bridge,4  / 8,2.5 to 3.5 GHz,Socket 1155,22 nm,8MB,45 W,45
Xeon E3-1265L v3,Haswell-WS,4  / 8,2.5 to 3.7 GHz,Socket 1150,22 nm,8MB,45 W,45
Athlon 850,Thunderbird,1,850 MHz,Socket A,180 nm,N/A,47 W,47
Core i7-4700EQ,Crystalwell,4  / 8,2.4 to 3.4 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4700EQ,Haswell,4  / 8,2.4 to 3.4 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4700HQ,Crystalwell,4  / 8,2.4 to 3.4 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4700MQ,Haswell,4  / 8,2.4 to 3.4 GHz,Socket G3,22 nm,6MB,47 W,47
Core i7-4710HQ,Crystalwell,4  / 8,2.5 to 3.5 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4710MQ,Haswell,4  / 8,2.5 to 3.5 GHz,Socket G3,22 nm,6MB,47 W,47
Core i7-4750HQ,Crystalwell,4  / 8,2 to 3.2 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4760HQ,Crystalwell,4  / 8,2.1 to 3.3 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4770HQ,Crystalwell,4  / 8,2.2 to 3.4 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4800MQ,Haswell,4  / 8,2.7 to 3.7 GHz,Socket G3,22 nm,8MB,47 W,47
Core i7-4810MQ,Haswell,4  / 8,2.8 to 3.8 GHz,Socket G3,22 nm,8MB,47 W,47
Core i7-4850EQ,Crystalwell,4  / 8,1.6 to 3.2 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4850HQ,Crystalwell,4  / 8,2.3 to 3.5 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4860EQ,Crystalwell,4  / 8,1.8 to 3.2 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4860HQ,Crystalwell,4  / 8,2.4 to 3.6 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4870HQ,Crystalwell,4  / 8,2.5 to 3.7 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4900MQ,Haswell,4  / 8,2.8 to 3.8 GHz,Socket G3,22 nm,8MB,47 W,47
Core i7-4910MQ,Haswell,4  / 8,2.9 to 3.9 GHz,Socket G3,22 nm,8MB,47 W,47
Core i7-4950HQ,Crystalwell,4  / 8,2.4 to 3.6 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4960HQ,Crystalwell,4  / 8,2.6 to 3.8 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4980HQ,Crystalwell,4  / 8,2.8 to 4 GHz,BGA 1364,22 nm,8MB,47 W,47
Athlon XP 1600+,Thoroughbred,1,1400 MHz,Socket A,130 nm,N/A,49 W,49
Athlon 900,Thunderbird,1,900 MHz,Socket A,180 nm,N/A,50 W,50
Athlon XP 1700+,Thoroughbred,1,1467 MHz,Socket A,130 nm,N/A,50 W,50
Athlon XP 1700+,Thoroughbred,1,1467 MHz,Socket A,130 nm,N/A,50 W,50
EPYC Embedded 3251,Zen,8  / 16,2.5 to 3.1 GHz,BGA SP4r2,14 nm,16MB,50 W,50
Xeon E5-2418L,Sandy Bridge-EN,4  / 8,2 to 2.1 GHz,Socket 1356,32 nm,10MB,50 W,50
Athlon 64 3000+,Venice,1,2000 MHz,Socket 754,90 nm,N/A,51 W,51
Athlon 64 3000+,Venice,1,2000 MHz,Socket 754,90 nm,N/A,51 W,51
Athlon XP 1800+,Thoroughbred,1,1533 MHz,Socket A,130 nm,N/A,51 W,51
Athlon XP 1800+,Thoroughbred,1,1533 MHz,Socket A,130 nm,N/A,51 W,51
Celeron G3900,Skylake,2,2.8 GHz,Socket 1151,14 nm,4MB,51 W,51
Celeron G3920,Skylake,2,2.9 GHz,Socket 1151,14 nm,4MB,51 W,51
Celeron G3930,Kaby Lake,2,2.9 GHz,Socket 1151,14 nm,2MB,51 W,51
Celeron G3950,Kaby Lake,2,3 GHz,Socket 1151,14 nm,2MB,51 W,51
Celeron G4900,Coffee Lake,2,3.1 GHz,Socket 1151,14 nm,6MB,51 W,51
Celeron G4920,Coffee Lake,2,3.2 GHz,Socket 1151,14 nm,6MB,51 W,51
Core i3-6100,Skylake,2  / 4,3.7 GHz,Socket 1151,14 nm,4MB,51 W,51
Core i3-6300,Skylake,2  / 4,3.8 GHz,Socket 1151,14 nm,4MB,51 W,51
Core i3-6320,Skylake,2  / 4,3.9 GHz,Socket 1151,14 nm,4MB,51 W,51
Core i3-7100,Kaby Lake,2  / 4,3.9 GHz,Socket 1151,14 nm,3MB,51 W,51
Core i3-7120,Kaby Lake,2  / 4,4 GHz,Socket 1151,14 nm,3MB,51 W,51
Core i3-7300,Kaby Lake,2  / 4,4 GHz,Socket 1151,14 nm,4MB,51 W,51
Core i3-7320,Kaby Lake,2  / 4,4.1 GHz,Socket 1151,14 nm,4MB,51 W,51
Core i3-7340,Kaby Lake,2  / 4,4.2 GHz,Socket 1151,14 nm,4MB,51 W,51
Pentium G4400,Skylake,2,3.3 GHz,Socket 1151,14 nm,4MB,51 W,51
Pentium G4500,Skylake,2,3.5 GHz,Socket 1151,14 nm,4MB,51 W,51
Pentium G4520,Skylake,2,3.6 GHz,Socket 1151,14 nm,4MB,51 W,51
Pentium G4560,Kaby Lake,2  / 4,3.5 GHz,Socket 1151,14 nm,3MB,51 W,51
Pentium G4600,Kaby Lake,2  / 4,3.6 GHz,Socket 1151,14 nm,3MB,51 W,51
Pentium G4620,Kaby Lake,2  / 4,3.7 GHz,Socket 1151,14 nm,3MB,51 W,51
Pentium Gold G5400,Coffee Lake,2  / 4,3.7 GHz,Socket 1151,14 nm,4MB,51 W,51
Pentium Gold G5500,Coffee Lake,2  / 4,3.8 GHz,Socket 1151,14 nm,4MB,51 W,51
Pentium Gold G5600,Coffee Lake,2  / 4,3.9 GHz,Socket 1151,14 nm,4MB,51 W,51
Pentium Gold G5620,Coffee Lake,2  / 4,4 GHz,Socket 1151,14 nm,4MB,51 W,51
Athlon 950,Thunderbird,1,950 MHz,Socket A,180 nm,N/A,52 W,52
Pentium 4 1.3,Willamette,1,1300 MHz,Socket 478,180 nm,N/A,52 W,52
Athlon XP 1900+,Thoroughbred,1,1600 MHz,Socket A,130 nm,N/A,53 W,53
Athlon 1000,Thunderbird B,1,1000 MHz,Socket A,180 nm,N/A,54 W,54
Athlon 1000,Thunderbird C,1,1000 MHz,Socket A,180 nm,N/A,54 W,54
Ryzen 5 4600H,Renoir,6  / 12,3 to 4 GHz,Socket FP6,7 nm,11MB,54 W,54
Ryzen 7 4800H,Renoir,8  / 16,2.9 to 4.2 GHz,Socket FP6,7 nm,12MB,54 W,54
Ryzen 7 5800H,Cezanne,8  / 16,3.2 to 4.4 GHz,Socket FP6,7 nm,16MB,54 W,54
Ryzen 9 4900H,Renoir,8  / 16,3.3 to 4.4 GHz,Socket FP6,7 nm,12MB,54 W,54
Celeron G1820,Haswell,2,2.7 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1820T,Haswell,2,2.4 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1820TE,Haswell,2,2.2 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1830,Haswell,2,2.8 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1840,Haswell,2,2.8 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1840T,Haswell,2,2.5 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1850,Haswell,2,2.9 GHz,Socket 1150,22 nm,3MB,54 W,54
Core i3-4130,Haswell,2  / 4,3.4 GHz,Socket 1150,22 nm,3MB,54 W,54
Core i3-4160,Haswell,2  / 4,3.6 GHz,Socket 1150,22 nm,3MB,54 W,54
Core i3-4330,Haswell,2  / 4,3.5 GHz,Socket 1150,22 nm,4MB,54 W,54
Core i3-4340,Haswell,2  / 4,3.6 GHz,Socket 1150,22 nm,4MB,54 W,54
Core i3-4350,Haswell,2  / 4,3.6 GHz,Socket 1150,22 nm,4MB,54 W,54
Core i3-4360,Haswell,2  / 4,3.7 GHz,Socket 1150,22 nm,4MB,54 W,54
Core i3-4370,Haswell,2  / 4,3.8 GHz,Socket 1150,22 nm,4MB,54 W,54
Core i3-4370,Haswell,2  / 4,3.8 GHz,Socket 1150,22 nm,4MB,54 W,54
Pentium G3220,Haswell,2,3 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3250,Haswell,2,3.2 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3258,Haswell,2,3.2 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3420,Haswell,2,3.2 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3430,Haswell,2,3.3 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3440,Haswell,2,3.3 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3450,Haswell,2,3.3 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3460,Haswell,2,3.5 GHz,Socket 1150,22 nm,3MB,54 W,54
Opteron 146 HE,SledgeHammer,1,2000 MHz,Socket 940,130 nm,N/A,55 W,55
Opteron 148 HE,Venus,1,2.2 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron 246 HE,SledgeHammer,1,2000 MHz,Socket 940,130 nm,N/A,55 W,55
Opteron 246 HE,Troy,1,2000 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron 248 HE,Troy,1,2.2 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron 250 HE,Troy,1,2.4 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron 846 HE,SledgeHammer,1,2000 MHz,Socket 940,130 nm,N/A,55 W,55
Opteron 846 HE,Athens,1,2000 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron 848 HE,Athens,1,2.2 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron 850 HE,Athens,1,2.4 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 260 HE,Italy,2,1600 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 265 HE,Italy,2,1800 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 270 HE,Italy,2,2000 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 275 HE,Italy,2,2.2 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 860 HE,Egypt,2,1600 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 865 HE,Egypt,2,1800 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 870 HE,Egypt,2,2000 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 875 HE,Egypt,2,2.2 GHz,Socket 940,90 nm,N/A,55 W,55
Celeron G1610,Ivy Bridge,2,2.6 GHz,Socket 1155,22 nm,2MB,55 W,55
Celeron G1620,Ivy Bridge,2,2.7 GHz,Socket 1155,22 nm,2MB,55 W,55
Celeron G1630,Ivy Bridge,2,2.8 GHz,Socket 1155,22 nm,2MB,55 W,55
Core i3-3210,Ivy Bridge,2  / 4,3.2 GHz,Socket 1155,22 nm,3MB,55 W,55
Core i3-3220,Ivy Bridge,2  / 4,3.3 GHz,Socket 1155,22 nm,3MB,55 W,55
Core i3-3225,Ivy Bridge,2  / 4,3.3 GHz,Socket 1155,22 nm,3MB,55 W,55
Core i3-3240,Ivy Bridge,2  / 4,3.4 GHz,Socket 1155,22 nm,3MB,55 W,55
Core i7-2920XM,Sandy Bridge,4  / 8,2.5 to 3.5 GHz,Socket G2 (988B),32 nm,8MB,55 W,55
Core i7-2960XM,Sandy Bridge,4  / 8,2.7 to 3.7 GHz,Socket G2 (988B),32 nm,8MB,55 W,55
Core i7-3920XM,Ivy Bridge,4  / 8,2.9 to 3.8 GHz,Socket G2 (988B),22 nm,8MB,55 W,55
Core i7-3940XM,Ivy Bridge,4  / 8,3 to 3.9 GHz,Socket G2 (988B),22 nm,8MB,55 W,55
Pentium 4 1.4,Willamette,1,1400 MHz,Socket 478,180 nm,N/A,55 W,55
Pentium 4 1.4,Willamette,1,1400 MHz,Socket 423,180 nm,N/A,55 W,55
Pentium G2010,Ivy Bridge,2,2.8 GHz,Socket 1155,22 nm,3MB,55 W,55
Pentium G2020,Ivy Bridge,2,2.9 GHz,Socket 1155,22 nm,3MB,55 W,55
Pentium G2120,Ivy Bridge,2,3.1 GHz,Socket 1155,22 nm,3MB,55 W,55
Pentium G2130,Ivy Bridge,2,3.2 GHz,Socket 1155,22 nm,3MB,55 W,55
Core i7-4930MX,Haswell,4  / 8,3 to 3.9 GHz,Socket G3,22 nm,8MB,57 W,57
Core i7-4940MX,Haswell,4  / 8,3.1 to 4 GHz,Socket G3,22 nm,8MB,57 W,57
Celeron G5900,Comet Lake,2,3.4 GHz,Socket 1200,14 nm,2MB,58 W,58
Celeron G5920,Comet Lake,2,3.5 GHz,Socket 1200,14 nm,2MB,58 W,58
Pentium 4 1.5,Willamette,1,1500 MHz,Socket 478,180 nm,N/A,58 W,58
Pentium 4 1.5,Willamette,1,1500 MHz,Socket 423,180 nm,N/A,58 W,58
Pentium Gold G6400,Comet Lake,2  / 4,4 GHz,Socket 1200,14 nm,4MB,58 W,58
Pentium Gold G6500,Comet Lake,2  / 4,4.1 GHz,Socket 1200,14 nm,4MB,58 W,58
Pentium Gold G6600,Comet Lake,2  / 4,4.2 GHz,Socket 1200,14 nm,4MB,58 W,58
Athlon 64 3200+,Venice,1,2.2 GHz,Socket 754,90 nm,N/A,59 W,59
Athlon 64 3500+ (F3),Orleans,1,2.2 GHz,Socket AM2,90 nm,N/A,59 W,59
Athlon 64 3800+ (F3),Orleans,1,2.4 GHz,Socket AM2,90 nm,N/A,59 W,59
Athlon 64 4000+ (F3),Orleans,1,2.6 GHz,Socket AM2,90 nm,N/A,59 W,59
Athlon 1100,Thunderbird B,1,1100 MHz,Socket A,180 nm,N/A,60 W,60
Athlon XP 1500+,Palomino,1,1333 MHz,Socket A,180 nm,N/A,60 W,60
Athlon XP 2000+,Thorton,1,1667 MHz,Socket A,130 nm,N/A,60 W,60
Athlon XP 2000+,Thoroughbred,1,1667 MHz,Socket A,130 nm,N/A,60 W,60
Athlon XP 2000+,Thoroughbred,1,1667 MHz,Socket A,130 nm,N/A,60 W,60
Athlon XP 2000+,Thorton,1,1667 MHz,Socket A,130 nm,N/A,60 W,60
Core i3-7350K,Kaby Lake,2  / 4,4.2 GHz,Socket 1151,14 nm,4MB,60 W,60
Mobile Pentium 4 2.40,Northwood,1  / 2,2.4 GHz,Socket 478,130 nm,N/A,60 W,60
Xeon E5-1428L,Sandy Bridge-EN,6  / 12,1800 MHz,Socket 1356,32 nm,15MB,60 W,60
